wer,ld,m,insertions,deletions,substitutions,inserted_words,deleted_words,substituted_words
0.0,0,24,0,0,0,[],[],[]
0.0,0,5,0,0,0,[],[],[]
28.0,28,1,8,0,1,"['then', 'you', 'would', 'be', 'there', 'for', 'the', 'type']",[],"[('but', 'of')]"
1.0,4,4,0,0,1,[],[],"[('mans', 'man')]"
3.090909090909091,34,11,5,1,4,"['then', 'you', 'are', 'out', 'all']",['okay'],"[('hmm', 'of'), ('uh', 'them'), ('oh', 'should'), ('oh', 'be')]"
0.0,0,4,0,0,0,[],[],[]
3.3333333333333335,10,3,0,2,1,[],"['read', 'the']","[('thing', 'ilia')]"
0.0,0,2,0,0,0,[],[],[]
7.0,28,4,8,0,1,"['you', 'were', 'so', 'serious', 'i', 'was', 'like', 'no']",[],"[('bullshit', 'when')]"
2.0,4,2,0,0,1,[],[],"[('aces', 'as')]"
7.0,7,1,1,0,1,['for'],[],"[('four', 'free')]"
0.0,0,2,0,0,0,[],[],[]
0.0,0,2,0,0,0,[],[],[]
4.0,16,4,0,0,4,[],[],"[('so', 'should'), ('whos', 'we'), ('going', 'go'), ('first', 'through')]"
0.7272727272727273,8,11,0,0,2,[],[],"[('thats', 'its'), ('he', 'you')]"
1.1538461538461537,15,13,5,0,0,"['teacher', 'and', 'thought', 'that', 'okay']",[],[]
1.0,7,7,0,1,1,[],['play'],"[('mahjong', 'imagine')]"
4.0,8,2,0,0,2,[],[],"[('its', 'oh'), ('okay', 'my')]"
1.0,4,4,0,0,1,[],[],"[('tack', 'tach')]"
4.0,24,6,0,0,6,[],[],"[('pick', 'ash'), ('that', 'nikhita'), ('shit', 'big'), ('up', 'leap'), ('two', 'thank'), ('eights', 'you')]"
3.5,14,4,0,2,2,[],"['oh', 'i']","[('got', 'scraping'), ('sixes', 'you')]"
0.0,0,2,0,0,0,[],[],[]
0.42857142857142855,3,7,0,1,0,[],['um'],[]
4.0,4,1,0,0,1,[],[],"[('hm', 'mmhmm')]"
2.0,4,2,0,0,1,[],[],"[('eight', 'egg')]"
4.0,16,4,0,0,4,[],[],"[('i', 'im'), ('have', 'gonna'), ('one', 'go'), ('queen', 'eat')]"
2.0,4,2,0,0,1,[],[],"[('four', 'or')]"
7.0,7,1,1,0,1,['thank'],[],"[('okay', 'you')]"
1.8181818181818181,40,22,3,1,7,"['he', 'be', 'all']",['you'],"[('youre', 'was'), ('bs', 'as'), ('about', 'well'), ('comes', 'codes'), ('go', 'hes'), ('alright', 'right'), ('two', 'too')]"
0.0,0,1,0,0,0,[],[],[]
2.4285714285714284,17,7,3,0,2,"['oh', 'my', 'and']",[],"[('im', 'god'), ('in', 'time')]"
2.125,17,8,1,2,2,['for'],"['good', 'yes']","[('had', 'were'), ('fours', 'us')]"
0.0,0,2,0,0,0,[],[],[]
0.0,0,4,0,0,0,[],[],[]
4.0,8,2,0,0,2,[],[],"[('two', 'dont'), ('more', 'worry')]"
0.0,0,3,0,0,0,[],[],[]
4.0,4,1,0,0,1,[],[],"[('lily', 'bullshit')]"
4.0,8,2,0,0,2,[],[],"[('one', 'come'), ('ace', 'on')]"
3.3333333333333335,10,3,0,2,1,[],"['i', 'got']","[('pace', 'mmhmm')]"
4.0,8,2,0,0,2,[],[],"[('oh', 'ugh'), ('one', 'wanna')]"
0.8421052631578947,16,19,4,0,1,"['but', 'for', 'more', 'wait']",[],"[('settings', 'setting')]"
0.0,0,1,0,0,0,[],[],[]
3.75,15,4,0,1,3,[],['wait'],"[('you', 'stay'), ('got', 'late'), ('it', 'copro')]"
3.3333333333333335,60,18,6,2,9,"['its', 'im', 'gonna', 'go', 'this', 'way']","['bs', 'all']","[('if', 'okay'), ('he', 'it'), ('i', 'me'), ('got', 'yes'), ('to', 'oh'), ('do', 'my'), ('is', 'god'), ('pick', 'whos'), ('it', 'sitting')]"
2.6666666666666665,8,3,0,0,2,[],[],"[('pick', 'take'), ('up', 'out')]"
4.0,4,1,0,0,1,[],[],"[('hm', 'hmm')]"
4.916666666666667,59,12,12,1,5,"['so', 'lets', 'say', 'lets', 'if', 'you', 'thats', 'it', 'it', 'could', 'be', 'challenging']",['i'],"[('ah', 'lets'), ('passing', 'say'), ('if', 'say'), ('he', 'freeze'), ('starts', 'start')]"
0.5714285714285714,4,7,0,0,1,[],[],"[('but', 'if')]"
2.090909090909091,23,11,1,0,5,['how'],[],"[('i', 'its'), ('like', 'been'), ('myself', 'defenseless'), ('being', 'shut'), ('defensive', 'up')]"
0.0,0,2,0,0,0,[],[],[]
4.0,8,2,0,0,2,[],[],"[('phone', 'for'), ('here', 'you')]"
0.0,0,3,0,0,0,[],[],[]
4.0,4,1,0,0,1,[],[],"[('hm', 'mm')]"
1.2222222222222223,22,18,2,4,1,"['i', 'that']","['so', 'youll', 'have', 'to']","[('ill', 'will')]"
1.0,4,4,0,0,1,[],[],"[('isnt', 'is')]"
0.0,0,1,0,0,0,[],[],[]
0.0,0,4,0,0,0,[],[],[]
0.0,0,2,0,0,0,[],[],[]
0.0,0,4,0,0,0,[],[],[]
1.3333333333333333,4,3,0,0,1,[],[],"[('deal', 'do')]"
2.7777777777777777,25,9,0,3,4,[],"['you', 'got', 'got']","[('a', 'gotta'), ('dog', 'know'), ('got', 'gotta'), ('a', 'read')]"
4.333333333333333,13,3,3,0,1,"['i', 'think', 'thats']",[],"[('our', 'my')]"
3.6,18,5,6,0,0,"['im', 'going', 'to', 'go', 'to', 'the']",[],[]
4.0,8,2,0,0,2,[],[],"[('one', 'come'), ('more', 'on')]"
3.75,15,4,1,0,3,['youre'],[],"[('you', 'such'), ('sound', 'a'), ('sus', 'suss')]"
0.0,0,2,0,0,0,[],[],[]
1.0,4,4,0,0,1,[],[],"[('tile', 'cap')]"
16.0,16,1,4,0,1,"['you', 'wont', 'be', 'the']",[],"[('damn', 'winner')]"
0.0,0,3,0,0,0,[],[],[]
1.1428571428571428,8,7,0,0,2,[],[],"[('cuz', 'because'), ('nines', 'noise')]"
2.3333333333333335,7,3,0,1,1,[],['my'],"[('turn', 'yes')]"
0.75,9,12,0,3,0,[],"['and', 'uh', 'the']",[]
4.0,4,1,0,0,1,[],[],"[('hm', 'hmm')]"
7.0,7,1,1,0,1,['mm'],[],"[('hm', 'hmm')]"
1.0,4,4,0,0,1,[],[],"[('cards', 'card')]"
1.6363636363636365,18,11,2,0,3,"['us', 'it']",[],"[('one', 'when'), ('king', 'came'), ('i', 'he')]"
1.2,18,15,2,0,3,"['did', 'to']",[],"[('he', 'use'), ('is', 'heels'), ('do', 'did')]"
5.5,11,2,1,0,2,['okay'],[],"[('your', 'more'), ('play', 'fun')]"
1.4545454545454546,16,11,0,0,4,[],[],"[('cuz', 'because'), ('serious', 'series'), ('used', 'you'), ('to', 'still')]"
1.1666666666666667,7,6,0,1,1,[],['damn'],"[('cuz', 'because')]"
1.1578947368421053,22,19,0,2,4,[],"['i', 'of']","[('i', 'ive'), ('it', 'that'), ('i', 'that'), ('cuz', 'because')]"
2.0,4,2,0,0,1,[],[],"[('sevens', 'suns')]"
3.1538461538461537,41,13,10,1,2,"['open', 'this', 'i', 'dont', 'even', 'play', 'key', 'in', 'my', 'lead']",['have'],"[('opened', 'my'), ('it', 'drum')]"
10.0,10,1,2,0,1,"['thank', 'you']",[],"[('called', 'soon')]"
0.0,0,3,0,0,0,[],[],[]
1.2,18,15,2,0,3,"['play', 'will']",[],"[('if', 'be'), ('we', 'one'), ('want', 'deck')]"
0.0,0,14,0,0,0,[],[],[]
0.0,0,2,0,0,0,[],[],[]
5.6,84,15,27,1,0,"['the', 'only', 'thing', 'that', 'you', 'can', 'do', 'is', 'to', 'keep', 'up', 'with', 'the', 'king', 'the', 'king', 'is', 'the', 'one', 'who', 'is', 'the', 'king', 'who', 'is', 'the', 'king']",['uh'],[]
2.0,4,2,0,0,1,[],[],"[('nine', 'lines')]"
4.0,8,2,0,0,2,[],[],"[('one', 'goodbye'), ('eighths', 'night')]"
9.0,27,3,5,0,3,"['i', 'wish', 'you', 'something', 'i']",[],"[('can', 'wish'), ('somebody', 'i'), ('call', 'wish')]"
5.5,11,2,1,0,2,['dont'],[],"[('three', 'do'), ('twos', 'this')]"
0.0,0,1,0,0,0,[],[],[]
6.0,18,3,2,0,3,"['i', 'need']",[],"[('uh', 'you'), ('speed', 'to'), ('speed', 'come')]"
1.3636363636363635,15,11,0,1,3,[],['here'],"[('you', 'youre'), ('hell', 'give'), ('be', 'me')]"
0.0,0,1,0,0,0,[],[],[]
0.0,0,2,0,0,0,[],[],[]
3.5,7,2,0,1,1,[],['one'],"[('ace', 'thanks')]"
2.0,10,5,2,0,1,"['worry', 'about']",[],"[('wait', 'it')]"
0.0,0,6,0,0,0,[],[],[]
3.7142857142857144,26,7,1,1,5,['was'],['damn'],"[('damn', 'yeah'), ('would', 'i'), ('someone', 'feeling'), ('feel', 'more'), ('bullshitted', 'shitty')]"
0.0,0,2,0,0,0,[],[],[]
0.0,0,3,0,0,0,[],[],[]
5.5,11,2,1,0,2,['it'],[],"[('three', 'aint'), ('more', 'mine')]"
2.0,4,2,0,0,1,[],[],"[('eights', 'apes')]"
0.0,0,3,0,0,0,[],[],[]
3.25,13,4,0,3,1,[],"['ill', 'take', 'my']","[('cards', 'cheers')]"
0.0,0,2,0,0,0,[],[],[]
4.0,4,1,0,0,1,[],[],"[('uh', 'oh')]"
4.25,34,8,6,0,4,"['shut', 'up', 'and', 'go', 'im', 'like']",[],"[('right', 'no'), ('now', 'youre'), ('either', 'the'), ('way', 'one')]"
10.0,10,1,2,0,1,"['that', 'is']",[],"[('oh', 'greataresay')]"
2.5,60,24,8,0,9,"['now', 'oh', 'no', 'oh', 'no', 'your', 'why', 'youre']",[],"[('one', 'if'), ('five', 'i'), ('yourself', 'is'), ('now', 'my'), ('im', 'step'), ('pace', 'oh'), ('myself', 'no'), ('stretch', 'stress'), ('when', 'awake')]"
0.0,0,1,0,0,0,[],[],[]
3.6,18,5,2,0,3,"['i', 'thought']",[],"[('he', 'i'), ('called', 'was'), ('bullshit', 'watching')]"
0.0,0,1,0,0,0,[],[],[]
1.75,7,4,0,1,1,[],['hold'],"[('on', 'oh')]"
0.5714285714285714,4,7,0,0,1,[],[],"[('that', 'this')]"
0.0,0,2,0,0,0,[],[],[]
5.0,25,5,6,1,1,"['now', 'because', 'its', 'not', 'that', 'bad']",['whats'],"[('up', 'so')]"
8.5,17,2,3,0,2,"['marine', 'corps', 'have']",[],"[('this', 'largely'), ('is', 'been')]"
4.285714285714286,30,7,2,0,6,"['do', 'toolas']",[],"[('see', 'this'), ('if', 'is'), ('one', 'sixaven'), ('two', 'amulet'), ('more', 'ger'), ('jacks', 'po')]"
0.0,0,2,0,0,0,[],[],[]
0.8888888888888888,8,9,0,0,2,[],[],"[('got', 'go'), ('four', 'cloa')]"
1.7352941176470589,59,34,6,3,8,"['is', 'a', 'i', 'got', 'two', 'threes']","['is', 'or', 'gimme']","[('alright', 'hey'), ('yall', 'little'), ('all', 'bit'), ('gimme', 'give'), ('gimme', 'me'), ('i', 'let'), ('need', 'me'), ('to', 'just')]"
2.2,11,5,0,1,2,[],['got'],"[('it', 'gotta'), ('chief', 'choose')]"
1.0,7,7,0,1,1,[],['it'],"[('maybe', 'baby')]"
0.0,0,4,0,0,0,[],[],[]
7.0,7,1,1,0,1,['ha'],[],"[('ah', 'ha')]"
2.0,4,2,0,0,1,[],[],"[('one', 'twenty')]"
4.0,12,3,0,0,3,[],[],"[('you', 'get'), ('know', 'over'), ('what', 'it')]"
0.0,0,13,0,0,0,[],[],[]
5.5,33,6,3,0,6,"['im', 'going', 'to']",[],"[('glass', 'put'), ('is', 'it'), ('gonna', 'in'), ('lift', 'the'), ('for', 'next'), ('this', 'one')]"
3.5714285714285716,25,7,0,3,4,[],"['which', 'one', 'are']","[('you', 'thats'), ('gonna', 'when'), ('be', 'youre'), ('on', 'being')]"
0.15789473684210525,3,19,0,1,0,[],['so'],[]
0.42857142857142855,3,7,0,1,0,[],['two'],[]
3.25,13,4,0,3,1,[],"['you', 'would', 'have']","[('jacks', 'what')]"
1.0833333333333333,13,12,1,2,1,['to'],"['ugh', 'ugh']","[('down', 'hell')]"
0.0,0,1,0,0,0,[],[],[]
2.4,12,5,0,0,3,[],[],"[('just', 'this'), ('separate', 'separately'), ('your', 'or')]"
0.0,0,7,0,0,0,[],[],[]
0.0,0,2,0,0,0,[],[],[]
1.3333333333333333,4,3,0,0,1,[],[],"[('that', 'put')]"
7.0,7,1,1,0,1,['thank'],[],"[('hmm', 'you')]"
0.0,0,3,0,0,0,[],[],[]
3.0,15,5,0,1,3,[],['queens'],"[('mhm', 'please'), ('oh', 'one'), ('hmm', 'king')]"
4.0,4,1,0,0,1,[],[],"[('nine', 'online')]"
