,uid,MCD_recon,MCD_gt
285,7297_92812_000003_000002,10.331996,11.442969
286,2531_156718_000010_000006,17.510378,19.950733
287,7095_88484_000007_000001,10.965768,12.588026
288,3851_9210_000025_000002,22.749937,24.149252
289,5290_39475_000033_000001,10.826027,10.911198
290,7481_101276_000012_000001,12.910835,12.1768675
291,439_122809_000020_000000,9.514732,11.460679
292,718_129597_000007_000000,13.095842,16.403967
293,5489_10988_000067_000000,13.405902,15.601211
294,4967_3586_000032_000000,8.782575,9.1524315
295,5717_94876_000024_000004,10.890687,11.67339
296,6727_10344_000011_000000,13.245528,15.757187
297,7959_109185_000013_000000,11.728965,11.952431
298,3274_167022_000017_000000,10.619499,11.060173
299,6550_53343_000015_000003,11.192827,12.209046
300,922_132300_000031_000001,7.9887056,9.412761
301,7460_92002_000028_000011,11.2488,13.496674
302,3228_4691_000014_000009,11.350896,12.568905
303,6937_262269_000027_000002,12.686369,13.247144
304,4133_6541_000050_000005,8.273858,10.365893
305,4719_25765_000046_000002,9.650255,10.256825
306,1472_285314_000019_000000,10.64198,11.724681
307,8404_282926_000067_000004,24.442343,25.784206
308,2388_153728_000003_000008,10.842902,11.996313
309,4800_73729_000013_000000,10.957679,12.222254
310,7318_96151_000039_000000,11.187235,11.803879
311,5876_8675_000053_000001,9.227548,10.582737
312,3922_715_000101_000000,10.577633,10.517838
313,6544_67863_000029_000001,14.73754,14.717788
314,6497_234100_000020_000007,15.469183,15.743986
315,5304_55856_000013_000000,8.860521,10.7569685
316,3294_167609_000032_000000,10.6006155,10.8724165
317,1265_135635_000011_000001,18.733053,23.661636
318,119_129514_000006_000001,15.758151,16.968002
319,3717_21493_000018_000001,10.958563,11.657403
320,3105_166683_000024_000001,10.905725,11.989982
321,1649_68762_000036_000001,11.583768,11.543686
322,6497_234100_000006_000006,13.138229,14.972625
323,6395_87997_000019_000000,10.267948,11.698743
324,7484_39971_000011_000003,8.396745,10.335159
325,1336_138115_000026_000000,12.271803,12.951229
326,1195_130164_000033_000000,11.250241,12.307756
327,3994_11512_000013_000002,13.800557,15.396337
328,5570_73848_000014_000001,12.093159,13.415897
329,6458_61323_000012_000004,10.931479,12.332122
330,7520_258986_000014_000010,12.015518,12.7116375
331,2397_162238_000007_000001,12.819751,14.729096
332,2787_157400_000072_000001,10.384689,11.724477
333,3185_163507_000052_000000,8.556647,9.578031
334,7881_109662_000018_000001,10.019704,10.7234125
335,5618_48831_000114_000000,12.61536,13.891044
336,288_131218_000031_000006,16.519567,20.02571
337,398_123602_000021_000000,10.129652,11.065663
338,7825_258978_000004_000004,12.031247,14.061149
339,56_1733_000020_000000,10.854097,11.516833
340,5968_55202_000041_000001,9.08483,9.5206175
341,1382_130492_000071_000000,9.008789,9.574693
342,7188_104637_000018_000000,12.695947,14.897562
343,5876_8675_000029_000000,10.432728,11.669783
344,204_287139_000035_000007,11.286661,11.978536
345,274_121382_000030_000002,12.452045,13.393703
346,7995_280250_000039_000005,8.314797,10.420845
347,6981_70843_000052_000004,10.849406,11.189695
348,7258_91905_000006_000001,11.889131,13.158036
349,8410_278217_000052_000000,20.139547,20.879066
350,5126_27504_000017_000001,10.565819,12.278866
351,7229_80665_000011_000002,16.182467,22.468649
352,3551_7887_000045_000004,9.649792,10.710682
353,4425_14497_000004_000001,11.37728,12.470362
354,3852_175448_000015_000001,8.835579,9.037914
355,6098_57837_000008_000000,10.46044,11.984767
356,8118_114476_000012_000000,10.929365,10.841217
357,3914_10089_000035_000000,11.856768,12.289007
358,6317_54487_000026_000006,10.993396,10.692604
359,2294_161707_000020_000000,13.0791645,15.62535
360,2709_158074_000014_000000,9.617608,9.236157
361,3551_7894_000039_000000,15.466534,15.138577
362,28_12332_000039_000000,11.202332,12.136033
363,6426_64290_000064_000001,13.65712,13.238544
364,2577_157236_000114_000001,11.710439,12.7253065
365,249_121331_000032_000001,9.616869,10.3556
366,4290_7622_000006_000005,7.8543286,9.437776
367,7967_117095_000053_000001,13.838937,13.519533
368,1472_285314_000015_000002,11.041355,11.832025
369,4535_279856_000059_000006,8.74969,9.690987
370,7240_108066_000036_000000,9.1749735,10.191433
371,7484_39971_000002_000019,8.206037,9.807487
372,4586_96498_000026_000000,10.817815,10.937781
373,3922_715_000111_000000,10.711231,10.322689
374,7981_112058_000021_000002,12.226864,13.34381
375,2592_5341_000024_000000,9.219935,10.058868
376,8848_293963_000063_000001,9.839878,11.029546
377,3448_5417_000055_000000,13.339518,15.775517
378,2769_176256_000024_000001,12.486107,14.044925
379,5012_80192_000014_000007,11.875408,12.253167
380,2388_153731_000003_000000,9.6639185,10.217813
381,209_157830_000012_000003,12.254834,12.3001375
382,1463_134465_000068_000000,15.279403,16.309196
383,2654_158744_000018_000007,9.997595,10.514376
384,3922_723_000035_000000,10.710441,12.816562
385,476_134312_000067_000001,9.901519,11.24289
386,5876_8675_000042_000001,9.959571,10.15797
387,7481_101276_000062_000003,10.929771,11.51529
388,4243_14929_000014_000004,9.865479,10.817528
389,6339_65534_000026_000000,8.7431135,8.65995
390,119_129514_000029_000002,16.18474,18.166946
391,3584_178748_000042_000000,8.495048,8.937483
392,5190_87766_000023_000009,9.040276,9.747265
393,7478_98644_000005_000001,10.394635,12.576691
